id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,id_proveedor,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,etiqueta_fraude_simulada
SIN-000092,POL-00253,ASG-00132,VEH-00039,ASG-00132,Vida,Fallecimiento,2023-12-01,2023-12-04,21524.06,20283.7,0.0,Reserva,Centro,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0004,Grúa Quito #4,70,295,3,1,0
SIN-000093,POL-00019,ASG-00049,,ASG-00049,Generales,Responsabilidad Civil,2024-06-18,2024-06-18,1984.39,1572.24,1561.42,Anticipo,Norte,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0020,Intermediario Riobamba #20,154,211,0,0,0
SIN-000094,POL-00243,ASG-00050,VEH-00054,ASG-00050,Hogar,Incendio,2024-09-24,2024-09-27,12348.6,9292.87,8349.66,Liquidado,Norte,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0020,Intermediario Riobamba #20,197,168,3,0,0
SIN-000095,POL-00190,ASG-00007,VEH-00063,ASG-00007,Vida,Enfermedad Grave,2023-05-20,2023-05-22,18815.04,19397.89,18617.75,Pago Parcial,Oriente,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0029,Perito Riobamba #29,66,299,2,1,0
SIN-000096,POL-00213,ASG-00069,VEH-00109,ASG-00069,Hogar,Daño por Agua,2024-02-09,2024-02-11,31994.4,33505.13,0.0,Liquidado,Norte,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0006,Taller Riobamba #6,278,87,2,1,0
SIN-000097,POL-00119,ASG-00054,VEH-00341,ASG-00055,Generales,Robo,2025-02-10,2025-02-14,11305.37,11208.17,9857.52,Pago Parcial,Sierra,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0031,Perito Loja #31,286,79,4,1,0
SIN-000098,POL-00227,ASG-00065,VEH-00217,ASG-00065,Generales,Daño,2024-04-05,2024-04-06,6681.54,6036.72,5128.57,Negativa,Sierra,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0018,Clínica Riobamba #18,216,149,1,0,0
SIN-000099,POL-00100,ASG-00192,,ASG-00192,Vehículos,Choque,2024-04-08,2024-04-09,12517.03,11587.47,0.0,Reserva,Sierra,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0005,Intermediario Cuenca #5,301,64,1,1,0
SIN-000100,POL-00214,ASG-00156,,ASG-00156,Generales,Daño,2024-05-03,2024-05-07,10566.29,8221.84,7038.46,Negativa,Costa,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0026,Intermediario Manta #26,287,78,4,1,0
SIN-000101,POL-00193,ASG-00147,VEH-00157,ASG-00147,Salud,Hospitalización,2023-07-28,2023-07-29,19188.16,13151.15,10556.53,Reserva,Sierra,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0012,Taller Machala #12,111,254,1,0,0
SIN-000102,POL-00217,ASG-00168,VEH-00190,ASG-00168,Generales,Responsabilidad Civil,2024-05-04,2024-05-04,28158.07,24697.52,21348.41,Pago Parcial,Sierra,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0020,Intermediario Riobamba #20,97,268,0,2,0
SIN-000103,POL-00273,ASG-00225,VEH-00076,ASG-00225,Hogar,Daño por Agua,2024-08-23,2024-08-24,8317.96,7105.03,6042.43,Cierre Sin Consecuencia,Centro,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0011,Perito Portoviejo #11,308,57,1,0,0
SIN-000104,POL-00197,ASG-00045,,ASG-00045,Generales,Responsabilidad Civil,2023-06-11,2023-06-11,7693.59,5202.06,5152.0,Pago Total,Costa,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0002,Abogado Quito #2,116,249,0,1,0
SIN-000105,POL-00117,ASG-00193,VEH-00126,ASG-00193,Vehículos,Choque,2023-10-21,2023-10-24,14628.9,11550.84,0.0,Anticipo,Norte,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0028,Hospital Machala #28,164,201,3,1,0
SIN-000106,POL-00249,ASG-00029,VEH-00352,ASG-00003,Salud,Hospitalización,2023-10-31,2023-11-04,434.58,356.08,311.92,Anticipo,Norte,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0031,Perito Loja #31,104,261,4,3,0
SIN-000107,POL-00216,ASG-00093,VEH-00004,ASG-00093,Salud,Hospitalización,2025-03-25,2025-03-25,2924.82,2689.13,2335.44,Reserva,Norte,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0007,Perito Ambato #7,226,139,0,0,0
SIN-000108,POL-00286,ASG-00125,VEH-00018,ASG-00125,Generales,Responsabilidad Civil,2023-11-17,2023-11-18,12102.77,7750.47,0.0,Anticipo,Centro,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0013,Intermediario Manta #13,119,246,1,1,0
SIN-000109,POL-00211,ASG-00185,VEH-00068,ASG-00185,Salud,Emergencia,2024-11-03,2024-11-07,14157.96,13807.4,13324.78,Pago Total,Centro,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0018,Clínica Riobamba #18,48,317,4,1,0
SIN-000110,POL-00322,ASG-00165,VEH-00250,ASG-00165,Generales,Daño,2025-03-26,2025-03-27,34969.71,37890.51,32710.17,Anticipo,Norte,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0026,Intermediario Manta #26,122,243,1,0,0
SIN-000111,POL-00217,ASG-00168,VEH-00190,ASG-00168,Generales,Robo,2024-08-08,2024-08-08,34436.05,36855.49,36090.04,Anticipo,Sur,"Choque por alcance en semáforo, el conductor de atrás no frenó a tiempo.",Sí,PRV-0014,Taller Riobamba #14,193,172,0,2,0
SIN-000112,POL-00142,ASG-00006,VEH-00182,ASG-00045,Vida,Incapacidad,2025-01-23,2025-01-26,13116.46,11657.61,10784.48,Reserva,Oriente,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0027,Abogado Ambato #27,201,164,3,0,0
SIN-000113,POL-00115,ASG-00060,VEH-00005,ASG-00031,Salud,Emergencia,2023-10-13,2023-10-18,1111.76,848.1,689.41,Cierre Sin Consecuencia,Sur,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0012,Taller Machala #12,267,98,5,2,0
SIN-000114,POL-00092,ASG-00087,VEH-00055,ASG-00087,Salud,Hospitalización,2025-04-25,2025-04-25,25141.46,15085.31,12319.99,Cierre Sin Consecuencia,Sierra,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0004,Grúa Quito #4,268,97,0,0,0
SIN-000115,POL-00264,ASG-00073,,ASG-00073,Salud,Cirugía,2024-01-18,2024-01-20,5219.18,5666.21,5073.05,Pago Total,Sierra,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0027,Abogado Ambato #27,139,226,2,1,0
SIN-000116,POL-00198,ASG-00028,VEH-00160,ASG-00028,Salud,Cirugía,2025-02-26,2025-03-01,4889.96,3759.57,0.0,Pago Parcial,Sierra,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0032,Hospital Ambato #32,71,294,3,0,0
SIN-000117,POL-00276,ASG-00138,VEH-00003,ASG-00108,Salud,Atención Médica,2025-01-25,2025-01-26,3422.84,3130.87,0.0,Pago Total,Norte,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0007,Perito Ambato #7,91,274,1,2,0
SIN-000118,POL-00197,ASG-00045,,ASG-00045,Generales,Incendio,2023-09-20,2023-09-21,23026.69,21399.78,20303.31,Anticipo,Norte,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0013,Intermediario Manta #13,217,148,1,1,0
SIN-000119,POL-00174,ASG-00232,,ASG-00232,Generales,Daño,2023-07-20,2023-07-24,66834.92,48592.76,41601.87,Negativa,Sur,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0002,Abogado Quito #2,124,241,4,2,0
SIN-000120,POL-00155,ASG-00207,VEH-00046,ASG-00207,Salud,Hospitalización,2024-06-21,2024-06-23,23057.51,22430.41,0.0,Negativa,Centro,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0018,Clínica Riobamba #18,323,42,2,2,0
SIN-000121,POL-00025,ASG-00162,VEH-00288,ASG-00162,Vehículos,Pérdida Total por Robo (PTxRB),2024-01-17,2024-01-17,3412.78,2214.55,1922.46,Reserva,Sierra,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0018,Clínica Riobamba #18,119,246,0,1,0
SIN-000122,POL-00218,ASG-00197,VEH-00248,ASG-00197,Generales,Daño,2023-04-12,2023-04-14,6264.07,4526.83,4283.34,Anticipo,Costa,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0032,Hospital Ambato #32,59,306,2,0,0
SIN-000123,POL-00178,ASG-00148,VEH-00028,ASG-00148,Vida,Fallecimiento,2025-11-17,2025-11-20,9619.1,8494.62,0.0,Cierre Sin Consecuencia,Centro,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0031,Perito Loja #31,334,31,3,0,0
SIN-000124,POL-00124,ASG-00173,VEH-00192,ASG-00173,Vida,Enfermedad Grave,2025-03-19,2025-03-22,5007.57,5014.85,4330.91,Anticipo,Oriente,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0031,Perito Loja #31,164,201,3,1,0
SIN-000125,POL-00264,ASG-00073,,ASG-00189,Salud,Atención Médica,2024-04-25,2024-04-28,8484.62,7102.77,6043.0,Negativa,Sierra,Volcadura en carretera rural por exceso de velocidad según informe de tránsito.,Sí,PRV-0019,Taller Esmeraldas #19,237,128,3,1,0
SIN-000126,POL-00054,ASG-00068,VEH-00020,ASG-00068,Generales,Responsabilidad Civil,2025-04-20,2025-04-25,12953.73,13938.85,0.0,Cierre Sin Consecuencia,Sur,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0001,Abogado Ibarra #1,132,233,5,0,0
SIN-000127,POL-00102,ASG-00088,VEH-00069,ASG-00088,Vida,Fallecimiento,2025-03-23,2025-03-23,19633.11,17599.86,0.0,Anticipo,Costa,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0026,Intermediario Manta #26,265,100,0,0,0
SIN-000128,POL-00063,ASG-00054,VEH-00341,ASG-00037,Vida,Fallecimiento,2025-09-30,2025-10-01,138308.09,98639.99,92878.01,Cierre Sin Consecuencia,Sierra,"Accidente en madrugada sin testigos, múltiples vehículos involucrados, relatos contradictorios.",Sí,PRV-0017,Hospital Ibarra #17,349,16,1,1,1
SIN-000129,POL-00118,ASG-00234,,ASG-00088,Hogar,Desastres Naturales,2024-08-23,2024-08-26,46076.39,45608.4,40060.86,Anticipo,Oriente,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0007,Perito Ambato #7,155,210,3,0,0
SIN-000130,POL-00251,ASG-00141,VEH-00010,ASG-00141,Salud,Emergencia,2024-07-19,2024-07-19,33266.4,26417.6,25273.69,Pago Parcial,Oriente,"Accidente en vía mojada, el vehículo perdió tracción y colisionó contra la baranda.",Sí,PRV-0015,Perito Portoviejo #15,269,96,0,1,0
SIN-000131,POL-00254,ASG-00082,VEH-00012,ASG-00196,Generales,Daño,2024-10-16,2024-10-21,9466.24,7221.42,0.0,Pago Parcial,Centro,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0031,Perito Loja #31,50,315,5,0,0
SIN-000132,POL-00162,ASG-00085,VEH-00245,ASG-00085,Hogar,Daño por Agua,2023-10-26,2023-10-31,17397.99,16819.54,0.0,Reserva,Oriente,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0016,Abogado Guayaquil #16,166,199,5,3,0
SIN-000133,POL-00072,ASG-00070,VEH-00224,ASG-00110,Generales,Daño,2023-12-30,2024-01-04,18875.6,17297.85,14151.64,Pago Total,Norte,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0019,Taller Esmeraldas #19,154,211,5,1,0
SIN-000134,POL-00128,ASG-00184,,ASG-00184,Vehículos,Volcadura,2025-02-17,2025-02-19,2135.28,1423.1,1397.4,Pago Parcial,Sur,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0009,Perito Riobamba #9,63,302,2,0,0
SIN-000135,POL-00267,ASG-00023,VEH-00166,ASG-00023,Salud,Atención Médica,2024-02-17,2024-02-19,12146.87,8879.08,8441.02,Negativa,Sierra,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,Sí,PRV-0020,Intermediario Riobamba #20,355,10,2,0,1
SIN-000136,POL-00125,ASG-00231,VEH-00019,ASG-00069,Vida,Incapacidad,2023-10-16,2023-10-19,31175.51,24754.93,0.0,Pago Total,Sierra,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0021,Hospital Riobamba #21,240,125,3,1,0
SIN-000137,POL-00071,ASG-00184,,ASG-00184,Generales,Incendio,2023-05-13,2023-05-13,9304.04,9679.82,8547.62,Pago Total,Sur,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0015,Perito Portoviejo #15,112,253,0,0,0
SIN-000138,POL-00302,ASG-00196,,ASG-00196,Vehículos,Daño Parcial,2024-10-31,2024-10-31,6785.37,7029.73,6834.93,Liquidado,Sierra,"El asegurado fue víctima de asalto, le sustrajeron el vehículo con amenaza.",Sí,PRV-0006,Taller Riobamba #6,123,242,0,1,0
SIN-000139,POL-00016,ASG-00146,VEH-00143,ASG-00035,Generales,Daño,2024-06-16,2024-06-20,51480.25,32792.78,32406.98,Liquidado,Sierra,"El vehículo fue robado con las llaves puestas, el asegurado no puede explicar las circunstancias.",Sí,PRV-0023,Hospital Santo Domingo #23,9,356,4,3,1
SIN-000140,POL-00168,ASG-00177,VEH-00124,ASG-00177,Salud,Cirugía,2024-02-08,2024-02-13,23698.67,23315.73,0.0,Anticipo,Norte,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0006,Taller Riobamba #6,155,210,5,0,0
SIN-000141,POL-00068,ASG-00074,,ASG-00087,Salud,Atención Médica,2024-12-18,2024-12-22,14281.54,11343.18,0.0,Liquidado,Sur,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0003,Abogado Santo Domingo #3,255,110,4,1,0
SIN-000142,POL-00144,ASG-00073,,ASG-00073,Salud,Hospitalización,2024-04-23,2024-04-27,39961.2,35657.9,0.0,Liquidado,Sierra,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0015,Perito Portoviejo #15,98,267,4,1,0
SIN-000143,POL-00027,ASG-00223,VEH-00268,ASG-00223,Hogar,Daño por Agua,2024-03-31,2024-04-02,11063.12,6803.74,0.0,Negativa,Costa,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0014,Taller Riobamba #14,252,113,2,0,0
SIN-000144,POL-00320,ASG-00199,VEH-00035,ASG-00199,Salud,Emergencia,2024-08-23,2024-08-25,31968.76,31001.21,26445.81,Negativa,Oriente,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0028,Hospital Machala #28,156,209,2,0,0
SIN-000145,POL-00293,ASG-00048,,ASG-00048,Vida,Fallecimiento,2024-01-14,2024-01-14,1628.8,1780.3,1657.82,Reserva,Sierra,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0032,Hospital Ambato #32,127,238,0,5,0
SIN-000146,POL-00205,ASG-00229,VEH-00153,ASG-00229,Salud,Atención Médica,2023-08-23,2023-08-26,10143.49,7365.35,0.0,Anticipo,Costa,El asegurado reporta que un vehículo no identificado impactó su auto estacionado.,Sí,PRV-0018,Clínica Riobamba #18,125,240,3,0,0
SIN-000147,POL-00132,ASG-00131,VEH-00322,ASG-00131,Generales,Daño,2024-06-08,2024-06-20,108461.84,91869.93,74468.95,Reserva,Centro,"Robo del vehículo reportado días después, sin denuncia policial inmediata.",Sí,PRV-0015,Perito Portoviejo #15,59,306,12,1,1
SIN-000148,POL-00210,ASG-00137,VEH-00128,ASG-00137,Generales,Robo,2024-07-27,2024-07-31,1856.18,1563.02,0.0,Cierre Sin Consecuencia,Norte,Colisión lateral en la autopista debido a cambio de carril imprudente del otro conductor.,Sí,PRV-0009,Perito Riobamba #9,239,126,4,3,0
SIN-000149,POL-00030,ASG-00179,VEH-00036,ASG-00101,Salud,Cirugía,2025-01-26,2025-01-28,41653.86,27769.49,22640.72,Cierre Sin Consecuencia,Centro,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0018,Clínica Riobamba #18,155,210,2,1,0
SIN-000150,POL-00160,ASG-00051,VEH-00105,ASG-00051,Vida,Fallecimiento,2025-06-19,2025-06-22,25896.7,17052.58,0.0,Pago Total,Oriente,"El paciente acudió a emergencia por dolor abdominal agudo, requirió cirugía.",Sí,PRV-0014,Taller Riobamba #14,270,95,3,0,0
SIN-000151,POL-00265,ASG-00121,VEH-00083,ASG-00074,Vehículos,Daño Parcial,2024-11-25,2024-11-26,34527.73,21695.24,17779.16,Liquidado,Oriente,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0018,Clínica Riobamba #18,115,250,1,0,0
SIN-000152,POL-00200,ASG-00135,VEH-00146,ASG-00129,Vehículos,Volcadura,2024-09-14,2024-09-16,19182.56,14843.85,14723.25,Reserva,Sur,Impacto frontal contra poste de alumbrado al intentar esquivar un peatón.,Sí,PRV-0030,Taller Guayaquil #30,82,283,2,2,0
SIN-000153,POL-00233,ASG-00225,VEH-00076,ASG-00225,Vehículos,Daño Parcial,2024-05-05,2024-05-06,22385.12,21309.84,0.0,Reserva,Costa,"Daño por granizo severo que afectó capó, techo y panel lateral.",Sí,PRV-0022,Clínica Cuenca #22,194,171,1,0,0
SIN-000154,POL-00269,ASG-00034,,ASG-00096,Salud,Cirugía,2024-07-29,2024-08-03,20852.37,21398.19,18972.37,Reserva,Sierra,Daños en techo por caída de árbol durante tormenta eléctrica.,Sí,PRV-0003,Abogado Santo Domingo #3,243,122,5,2,0
SIN-000155,POL-00132,ASG-00131,VEH-00322,ASG-00131,Generales,Responsabilidad Civil,2024-09-29,2024-09-30,17788.61,19363.48,16592.65,Liquidado,Sierra,El asegurado reporta daño severo pero las fotos no coinciden con la descripción del impacto.,No,PRV-0032,Hospital Ambato #32,172,193,1,1,1
SIN-000156,POL-00076,ASG-00062,,ASG-00059,Generales,Robo,2024-03-20,2024-03-21,5135.47,3168.78,2822.24,Pago Total,Norte,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0015,Perito Portoviejo #15,143,222,1,0,0
SIN-000157,POL-00259,ASG-00231,VEH-00019,ASG-00231,Salud,Emergencia,2023-07-31,2023-08-05,4370.17,3790.23,3629.64,Cierre Sin Consecuencia,Oriente,Pérdida total del vehículo por incendio de origen desconocido sin causa aparente.,Sí,PRV-0001,Abogado Ibarra #1,189,176,5,1,1
SIN-000158,POL-00315,ASG-00126,VEH-00064,ASG-00126,Generales,Responsabilidad Civil,2025-07-21,2025-07-21,28988.88,30731.79,0.0,Negativa,Oriente,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0001,Abogado Ibarra #1,246,119,0,0,0
SIN-000159,POL-00314,ASG-00089,,ASG-00089,Vehículos,Robo,2024-12-15,2024-12-20,10797.18,9126.91,8916.62,Negativa,Oriente,Se reporta robo del vehículo estacionado frente al domicilio del asegurado durante la noche.,Sí,PRV-0023,Hospital Santo Domingo #23,194,171,5,0,0
SIN-000160,POL-00038,ASG-00200,VEH-00007,ASG-00200,Vehículos,Volcadura,2024-12-28,2024-12-29,12728.82,11815.79,11160.83,Anticipo,Oriente,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0019,Taller Esmeraldas #19,75,290,1,2,0
SIN-000161,POL-00195,ASG-00179,VEH-00036,ASG-00179,Hogar,Incendio,2024-05-23,2024-05-28,61355.44,38848.54,31237.68,Negativa,Costa,"Choque frontal sin testigos en zona solitaria durante la noche, el otro vehículo huyó.",Sí,PRV-0010,Grúa Esmeraldas #10,2,363,5,1,1
SIN-000162,POL-00108,ASG-00062,,ASG-00062,Salud,Emergencia,2024-02-03,2024-02-03,30301.55,21731.48,20156.07,Cierre Sin Consecuencia,Sierra,Daños en la parte trasera del vehículo por choque en cadena en hora pico.,Sí,PRV-0022,Clínica Cuenca #22,112,253,0,0,0
SIN-000163,POL-00225,ASG-00092,VEH-00127,ASG-00092,Vida,Enfermedad Grave,2025-01-05,2025-01-06,33030.13,27431.73,26819.77,Negativa,Sierra,"Consulta médica por cuadro respiratorio, derivado a especialista.",Sí,PRV-0027,Abogado Ambato #27,91,274,1,1,0
SIN-000164,POL-00132,ASG-00131,VEH-00322,ASG-00131,Generales,Responsabilidad Civil,2025-02-13,2025-02-16,5933.98,4167.32,3552.09,Pago Total,Norte,"Robo del vehículo en estacionamiento del centro comercial, no hay cámaras disponibles.",Sí,PRV-0028,Hospital Machala #28,309,56,3,1,0
SIN-000165,POL-00139,ASG-00131,VEH-00322,ASG-00131,Generales,Daño,2025-05-20,2025-05-21,7677.46,5966.67,5605.27,Reserva,Oriente,"Incendio en cocina del domicilio, daños en muebles y estructura.",Sí,PRV-0005,Intermediario Cuenca #5,197,168,1,1,0
SIN-000166,POL-00262,ASG-00119,VEH-00051,ASG-00119,Salud,Cirugía,2024-04-26,2024-04-29,32487.18,25886.32,24071.38,Negativa,Sur,El vehículo fue impactado por otro automóvil en la intersección de la Av. Principal con calle secundaria.,Sí,PRV-0009,Perito Riobamba #9,117,248,3,2,0
SIN-000167,POL-00162,ASG-00085,VEH-00245,ASG-00085,Hogar,Incendio,2023-10-07,2023-10-12,39730.86,29962.85,25794.8,Reserva,Costa,Incendio del vehículo de origen eléctrico según informe del perito.,Sí,PRV-0009,Perito Riobamba #9,147,218,5,3,0
SIN-000168,POL-00087,ASG-00007,VEH-00063,ASG-00007,Salud,Atención Médica,2024-12-31,2025-01-03,51617.33,31973.71,29437.34,Reserva,Costa,Inundación por tubería rota que afectó pisos y paredes del primer nivel.,Sí,PRV-0025,Perito Ibarra #25,298,67,3,1,0
SIN-000169,POL-00152,ASG-00031,VEH-00223,ASG-00031,Vehículos,Choque,2024-09-20,2024-09-21,36460.98,31081.02,26463.54,Pago Total,Centro,Robo de electrodomésticos en domicilio durante vacaciones del asegurado.,Sí,PRV-0026,Intermediario Manta #26,87,278,1,0,0
SIN-000170,POL-00049,ASG-00027,VEH-00214,ASG-00173,Salud,Emergencia,2025-07-19,2025-07-22,24156.56,19985.21,17411.59,Pago Parcial,Centro,Hospitalización por fractura de fémur tras caída en el trabajo.,Sí,PRV-0014,Taller Riobamba #14,216,149,3,1,0
